一	一ＹＩ
辱	厂ｒ寸
边	力辶Ｂ
辽	乛亅辶
达	大辶Ｄ
迁	千辶Ｑ
迂	于辶Ｙ
迄	人乙辶
迅	乙十辶
过	寸辶Ｇ
迈	丆亅辶
迎	Ｃ卩辶
运	云辶Ｙ
近	斤辶Ｊ
迓	一才辶
返	反反辶
迕	午辶Ｗ
还	不辶Ｈ
这	文辶Ｚ
进	井辶Ｊ
远	元辶Ｙ
违	二卩辶
连	车辶Ｌ
迟	尺辶Ｃ
迢	召辶Ｔ
迤	人也辶
迥	冂口辶
迦	加辶Ｊ
迨	厶口辶
迩	刀小辶
迪	由辶Ｄ
迫	白辶Ｐ
迭	失辶Ｄ
迮	乍辶Ｚ
述	木丶辶
迳	又工辶
迷	米辶Ｍ
迸	首廾辶
迹	亦辶Ｊ
追	追辶Ｚ
退	艮辶Ｔ
送	丷大辶
适	舌辶Ｓ
逃	ＫＫ辶
逄	夂舛辶
逅	Ｆ口辶
逆	丷屮辶
选	牛儿辶
逊	子小辶
逋	甫辶Ｂ
逍	Ｍ冃辶
透	禾乃辶
逐	豕辶Ｚ
逑	氺丶辶
递	丷弓辶
途	余辶Ｔ
逖	犭火辶
逗	一口辶
通	龴用辶
逛	犭王辶
逝	扌斤辶
逞	口王辶
速	木口辶
造	告辶Ｚ
逡	厶八辶
逢	夂丰辶
逦	一冂辶
逭	宀官辶
逮	彐水辶
逯	彐水辶
逵	土八辶
逶	禾女辶
逸	兔辶Ｙ
逻	罒夕辶
逼	畐辶Ｂ
逾	亼前辶
遁	厂十辶
遂	首豕辶
遄	山丆辶
遇	甲冂辶
遍	户冊辶
遏	日勹辶
遐	尸尸辶
遑	白王辶
遒	酋辶Ｑ
道	首丿辶
遗	贵辶Ｙ
遘	井冂辶
遛	Ｃ刀辶
遢	日羽辶
遣	虫官辶
遥	爫缶辶
遨	敖辶Ａ
遭	西日辶
遮	广廿辶
遴	米夕辶
遵	酋寸辶
遽	虍豕辶
避	尸辛辶
邀	白攵辶
邂	刀刀辶
邃	穴首辶
邈	豸白辶
邋	巛囗辶
邑	口巴Ｙ
邓	又阝Ｄ
邕	巛口巴
邗	干阝Ｈ
邙	亡阝Ｍ
邛	工阝Ｑ
邝	广阝Ｋ
邡	方阝Ｆ
邢	一廾阝
那	月阝Ｎ
邦	丰阝Ｂ
邪	一才阝
邬	乌阝Ｗ
邮	由阝Ｙ
邯	廿一阝
邰	厶口阝
邱	丘阝Ｑ
邳	不一阝
邴	一内阝
邵	召阝Ｓ
邶	丬匕阝
邸	Ｃ七阝
邹	刀彐阝
邺	业阝Ｙ
邻	亽龴阝
邾	朱阝Ｚ
郁	厂冃阝
郄	乂厂阝
郅	一土阝
郇	勹日阝
郊	亠父阝
郎	丶艮阝
郏	夫丷阝
郐	人云阝
郑	丷大阝
郓	冖车阝
郗	乂厂阝
郛	爫子阝
郜	告阝Ｇ
郝	土亦阝
郡	彐丿阝
郢	口王阝
郦	一冂阝
郧	口贝阝
部	立口阝
郫	卑卑阝
郭	高子阝
郯	火火阝
郴	林阝Ｃ
郸	丷十阝
都	者阝Ｄ
郾	匚日阝
鄂	口Ｓ阝
鄄	覀土阝
鄙	口囗阝
鄞	廿龶阝
鄢	一灬阝
鄣	章阝Ｚ
鄯	羊口阝
鄱	丿田阝
鄹	耳乑阝
酃	雨口阝
酆	丰首阝
酉	酉ＹＵ
酊	酉丁Ｄ
酋	酋ＱＵ
酌	酉勹丶
配	酉己Ｐ
酎	酉寸Ｚ
酏	酉也Ｙ
酐	酉干Ｇ
酒	氵酉Ｊ
酗	酉乂凵
酚	酉分Ｆ
酝	酉云Ｙ
酞	酉大丶
酡	酉宀匕
酢	酉乍Ｚ
酣	酉廿一
酤	酉古Ｇ
酥	酉禾Ｓ
酩	酉夕口
酪	酉各Ｌ
酬	酉州Ｃ
酮	酉冂一
酯	酉匕日
酰	酉牛儿
酱	丬夕酉
酲	酉口王
酴	酉余Ｔ
酵	酉耂子
酶	酉人母
酷	酉告Ｋ
酸	酉厶夂
酹	酉爫寸
酽	酉亚丿
酾	酉一冂
酿	酉丶艮
醅	酉立口
醇	酉高子
醉	酉亠十
醋	酉龷日
醌	酉日比
醍	酉日止
醐	酉古月
醑	酉乛冃
醒	酉日龶
醚	酉米辶
醛	酉艹全
醢	酉厂皿
醪	酉羽彡
醭	酉业丶
醮	酉焦Ｊ
醯	酉充皿
醴	酉日首
醵	酉虍豕
醺	酉千黑
采	爫木Ｃ
釉	丿米由
释	丿米干
里	里ＬＩ
重	千里Ｃ
重	千里Ｚ
野	里龴丁
量	日一里
金	金ＪＮ
釜	父干首
鉴	刂Ｋ金
銎	工几金
銮	亦金Ｌ
鋈	氵丿金
錾	车斤金
鍪	龴攵金
鎏	氵充金
鏊	敖金Ａ
鏖	鹿比金
鐾	尸辛金
鑫	金金金
钆	钅乚Ｇ
钇	钅乙Ｙ
针	钅十Ｚ
钉	钅丁Ｄ
钊	钅刂Ｚ
钋	钅卜Ｐ
钌	钅乛亅
钍	钅土Ｔ
钎	钅千Ｑ
钏	钅川Ｃ
钐	钅彡Ｓ
钒	钅几丶
钓	钅勹丶
钔	钅门Ｍ
钕	钅女Ｎ
钗	钅又丶
钙	钅一Ｓ
钚	钅不Ｂ
钛	钅大丶
钜	钅匚尸
钝	钅七凵
钞	钅少Ｃ
钟	钅口丨
钠	钅内Ｎ
钡	钅贝Ｂ
钢	钅冂乂
钣	钅反反
钤	钅亽乛
钥	钅月Ｙ
钦	钅欠Ｑ
钧	钅勹冫
钨	钅乌Ｗ
钩	钅勹厶
钪	钅亠几
钫	钅方Ｆ
钬	钅火Ｈ
钭	钅斗Ｄ
钮	钅丑Ｎ
钯	钅巴Ｂ
钰	钅王丶
钱	钅一戈
钲	钅一止
钳	钅廿一
钴	钅古Ｇ
钵	钅木一
钷	钅匚口
钹	钅犮Ｂ
钺	钅戈乚
钻	钅占占
钼	钅目Ｍ
钽	钅日一
钾	钅甲Ｊ
钿	钅田Ｄ
铀	钅由Ｙ
铁	钅失Ｔ
铂	钅白Ｂ
铃	钅亽龴
铄	钅Ｃ小
铅	钅几口
铆	钅Ｇ卩
铈	钅亠巾
铉	钅玄Ｘ
铊	钅宀匕
铋	钅心丿
铌	钅尸匕
铍	钅皮Ｐ
铎	钅又干
铐	钅耂丂
铑	钅耂匕
铒	钅耳Ｅ
铕	钅厂冃
铖	钅戊亅
铗	钅夫丷
铘	钅一阝
铙	钅戈儿
铛	钅Ｍ彐
铜	钅冂一
铝	钅口口
铞	钅口巾
铟	钅囗大
铠	钅山己
铡	钅贝刂
铢	钅朱Ｚ
铣	钅牛儿
铤	钅壬廴
铥	钅千厶
铧	钅匕十
铨	钅全Ｑ
铩	钅乂朩
铪	钅亼口
铫	钅ＫＫ
铬	钅各Ｇ
铭	钅夕口
铮	钅刀亅
铯	钅刀巴
铰	钅亠父
铱	钅衣Ｙ
铲	钅立丿
铳	钅充儿
铴	钅氵Ｊ
铵	钅安安
银	钅艮Ｙ
铷	钅女口
铸	钅丰寸
铹	钅营力
铺	钅甫Ｐ
铼	钅未丷
铽	钅弋心
链	钅车辶
铿	钅又土
销	钅Ｍ冃
锁	钅Ｍ贝
锂	钅里Ｌ
锃	钅口王
锄	钅且力
锅	钅口内
锆	钅告Ｇ
锇	钅手戈
锈	钅禾乃
锉	钅人土
锊	钅爫寸
锋	钅夂丰
锌	钅辛Ｘ
锍	钅充川
锎	钅门一
锏	钅门日
锐	钅丷儿
锑	钅丷弓
锒	钅丶艮
锓	钅彐又
锔	钅尸亅
锕	钅阝可
锖	钅青Ｑ
锗	钅者Ｚ
锘	钅艹口
错	钅龷日
锚	钅艹田
锛	钅大廾
锝	钅日寸
锞	钅日木
锟	钅日比
锡	钅日勹
锢	钅囗古
锣	钅罒夕
锤	钅千垂
锥	钅隹Ｚ
锦	钅白巾
锨	钅斤欠
锩	钅龹㔾
锪	钅勹心
锫	钅立口
锬	钅火火
锭	钅宀止
键	钅彐廴
锯	钅尸古
锰	钅子皿
锱	钅巛田
锲	钅刀大
锴	钅比白
锵	钅夕寸
锶	钅田心
锷	钅口Ｓ
锸	钅千臼
锹	钅禾火
锺	钅千里
锻	钅Ｅ殳
锼	钅叟Ｓ
锾	钅爫又
锿	钅衣口
镀	钅广又
镁	钅<美上>大
镂	钅米女
镄	钅弓贝
镅	钅尸目
镆	钅莫Ｍ
镇	钅十八
镉	钅一冂
镊	钅耳又
镌	钅隹乃
镍	钅丿木
镎	钅亼手
镏	钅刀田
镐	钅高Ｇ
镑	钅旁方
镒	钅首皿
镓	钅宀豕
镔	钅穴丘
镖	钅覀示
镗	钅尚土
镘	钅日又
镛	钅广冃
镜	钅竟Ｊ
镝	钅啇Ｄ
镞	钅族矢
镡	钅覀十
镢	钅厂欠
镣	钅大小
镤	钅业丶
镥	钅鱼日
镦	钅高攵
镧	钅门木
镨	钅首日
镩	钅穴丨
镪	钅弓虽
镫	钅癶首
镬	钅艹又
镭	钅雨田
镯	钅罒勹
镰	钅广兼
镱	钅立心
镲	钅宀示
镳	钅鹿灬
镶	钅衣口
长	长ＣＧ
长	长ＺＧ
门	门ＭＮ
闩	门一Ｓ
闪	门人Ｓ
闫	门三Ｙ
闭	门才Ｂ
问	门口Ｗ
闯	门马Ｃ
闰	门王Ｒ
闱	门二卩
闲	门木Ｘ
闳	门厂厶
间	门日Ｊ
闵	门文Ｍ
闶	门亠几
闷	门心Ｍ
闸	门甲Ｚ
闹	门亠巾
闺	门圭Ｇ
闻	门耳Ｗ
闼	门大辶
闽	门虫Ｍ
闾	门口口
阀	门亻戈
阁	门各Ｇ
阂	门亥Ｈ
阃	门囗木
阄	门刀日
阅	门丷口
阆	门丶艮
阈	门戈口
阉	门大日
阊	门日日
阋	门臼儿
阌	门受Ｗ
阍	门Ｃ七
阎	门刀臼
阏	门方人
阐	门丷日
阑	门木柬
阒	门目大
阔	门氵舌
阕	门癶一
阖	门土厶
阗	门十且
阙	门丷屮
阚	门乛耳
阜	追十Ｆ
队	阝人Ｄ
阡	阝千Ｑ
阪	阝反反
阮	阝元Ｒ
阱	阝井Ｊ
防	阝方Ｆ
阳	阝日Ｙ
阴	阝月Ｙ
阵	阝车Ｚ
阶	阝人刂
阻	阝且Ｚ
阼	阝乍Ｚ
阽	阝占占
阿	阝可Ａ
阿	阝可Ｅ
陀	阝宀匕
陂	阝皮Ｐ
附	阝亻寸
际	阝示Ｊ
陆	阝干凵
陇	阝龙Ｌ
陈	阝七小
陉	阝又工
陋	阝一乚
陌	阝丆日
降	阝夂舛
限	阝艮Ｘ
陔	阝亥Ｇ
陕	阝夫丷
陛	阝比土
陟	阝止少
陡	阝走Ｄ
院	阝宀元
除	阝余Ｃ
陧	阝日土
陨	阝口贝
险	阝亼兴
陪	阝立口
陬	阝耳又
陲	阝千垂
陴	阝卑卑
陵	阝土夂
陶	阝勹缶
陷	阝刀臼
隅	阝甲冂
隆	阝夂龶
隈	阝田ｒ
隋	阝厂冃
隍	阝白王
随	阝厂辶
隐	阝刀心
隔	阝一冂
隗	阝白儿
隘	阝首皿
隙	阝小小
障	阝章Ｚ
隧	阝首辶
隰	阝日灬
隳	阝厂小
隶	彐水Ｌ
隹	隹ＺＩ
隼	隹十Ｓ
隽	隹乃Ｊ
难	又隹Ｎ
雀	小隹Ｑ
雁	厂亻隹
雄	厂厶隹
雅	一才隹
集	隹木Ｊ
雇	户隹Ｇ
雉	矢隹Ｚ
雌	止匕隹
雍	亠丿隹
雎	且隹Ｊ
雏	刀彐隹
雒	各隹Ｌ
雕	冂土隹
雠	隹讠隹
雨	雨ＹＵ
雩	雨二Ｓ
雪	雨彐Ｘ
雯	雨文Ｗ
雳	雨厂力
零	雨亽龴
雷	雨田Ｌ
雹	雨包Ｂ
雾	雨夂力
需	雨丆皿
霁	雨文刂
霄	雨Ｍ冃
霆	雨壬廴
震	雨厂ｒ
霈	雨氵巾
霉	雨人母
霍	雨隹Ｈ
霎	雨立女
霏	雨非Ｆ
霓	雨臼儿
霖	雨林Ｌ
霜	雨木目
霞	雨丨又
霪	雨氵壬
霭	雨讠勹
霰	雨冃攵
露	雨足各
霸	雨革月
霹	雨尸辛
霾	雨豸里
青	青ＱＧ
靓	青见Ｌ
靓	青见Ｊ
靖	立青Ｊ
静	青刀亅
靛	青宀止
非	非ＦＩ
靠	告非Ｋ
靡	广林非
面	丆罒二
靥	厂大罒
革	革ＧＥ
靳	革斤Ｊ
靴	革亻匕
靶	革巴Ｂ
靼	革日一
鞅	革央Ｙ
鞋	革圭Ｘ
鞍	革安安
鞑	革大辶
鞒	革丿刂
鞔	革刀儿
鞘	革Ｍ冃
鞠	革勹米
鞣	革龴木
鞫	革勹言
鞭	革亻丈
鞯	革艹子
鞲	革井冂
鞴	革龷用
韦	二卩Ｗ
韧	二卩刀
韩	十十卩
韪	日止二
韫	二卩皿
韬	二卩臼
韭	非一Ｊ
音	立日Ｙ
韵	立日勹
韶	立日召
页	页ＹＥ
顶	丁页Ｄ
顷	匕页Ｑ
顸	干页Ｈ
项	工页Ｘ
顺	川页Ｓ
须	彡页Ｘ
顼	王页Ｘ
顽	元页Ｗ
顾	厂㔾页
顿	七凵页
颀	斤页Ｑ
颁	分页Ｂ
颂	八厶页
颃	亠几页
预	龴丁页
颅	卜尸页
领	亽龴页
颇	皮页Ｐ
颈	又工页
颉	吉页Ｘ
颉	吉页Ｊ
颊	夫丷页
颌	亼口页
颍	匕水页
颏	亥页Ｋ
颐	匚丨页
频	止少页
颓	禾几页
颔	亽口页
颖	匕禾页
颗	日木页
题	日止页
颚	口Ｓ页
颛	山皿页
颜	立丿页
额	宀各页
颞	耳又页
颟	艹两页
颠	十八页
颡	又木页
颢	日小页
颤	亠一页
颥	雨皿页
颦	止页卑
颧	艹隹页
风	风ＦＧ
飑	风包Ｂ
飒	立风Ｓ
飓	风且八
飕	风叟Ｓ
飘	覀示风
飙	大大风
飞	乙冫Ｆ
食	食ＳＩ
飧	夕食Ｓ
飨	丝丿食
餍	厂大食
餐	卜又食
餮	歹人食
饔	亠丝食
饕	口虍食
饥	饣几Ｊ
饧	饣Ｊ彳
饨	饣七凵
饩	饣气Ｘ
饪	饣壬Ｒ
饫	饣丿大
饬	饣人力
饭	饣反反
饮	饣欠Ｙ
饯	饣一戈
饰	饣人巾
饱	饣包Ｂ
饲	饣亅一
饴	饣厶口
饵	饣耳Ｅ
饶	饣戈儿
饷	饣白口
饺	饣亠父
饼	饣首廾
饽	饣十子
饿	饣手戈
馁	饣爫女
馄	饣日比
馅	饣刀臼
馆	饣宀官
馇	饣木一
馈	饣贵Ｋ
馊	饣叟Ｓ
馋	饣刀冫
馍	饣莫Ｍ
馏	饣刀田
馐	饣羊丑
馑	饣廿龶
馒	饣日又
馓	饣龷攵
馔	饣巳八
馕	饣十ｒ
首	首丿目
馗	九首丿
馘	首目戈
香	禾日Ｘ
馥	禾日夂
馨	声殳日
马	马ＭＡ
驭	马又Ｙ
驮	马大Ｔ
驮	马大Ｄ
驯	马川Ｘ
驰	马也Ｃ
驱	马匚乂
驳	马乂乂
驴	马户Ｌ
驵	马且Ｚ
驶	马口乂
驷	马囗儿
驸	马亻寸
驹	马勹口
驺	马刀彐
驻	马主Ｚ
驼	马宀匕
驽	女又马
驾	加马Ｊ
驿	马又干
骀	马厶口
骁	马戈儿
骂	口口马
骄	马丿刂
骅	马匕十
骆	马各Ｌ
骇	马亥Ｈ
骈	马首廾
骊	马一冂
骋	马由丂
验	马亼兴
骏	马厶夂
骐	马其Ｑ
骑	马大可
骒	马日木
骓	马隹Ｚ
骖	马厶彡
骗	马户冊
骘	阝止马
骚	马又虫
骛	龴攵马
骜	敖马Ａ
骝	马刀田
骞	宀井马
骟	马户羽
骠	马覀示
骡	马田小
骢	马白心
骣	马尸子
骤	马又乑
骥	马匕八
骧	马衣口
骨	骨ＧＵ
骰	骨殳Ｔ
骱	骨人刂
骶	骨Ｃ七
骷	骨古Ｋ
骸	骨亥Ｈ
骺	骨Ｆ口
骼	骨各Ｇ
髀	骨卑卑
髁	骨日木
髂	骨宀各
髅	骨米女
髋	骨宀见
髌	骨穴丘
髑	骨罒勹
髓	骨厂辶
高	高ＧＯ
髡	髟一儿
髦	髟毛Ｍ
髫	髟召Ｔ
髭	髟止匕
髯	髟冂土
髹	髟亻木
髻	髟吉Ｊ
鬃	髟宀示
鬈	髟龹㔾
鬏	髟禾火
鬓	髟穴丘
鬟	髟罒ｒ
鬣	髟巛鼠
鬯	乂凵匕
鬲	一口冂
鬻	弓弓冂
鬼	白儿厶
魁	白儿斗
魂	云白儿
魃	白儿犮
魄	白白儿
魅	白儿未
魇	厂大儿
魈	白儿Ｍ
魉	白儿两
魍	白儿冂
魏	禾女儿
魑	白儿文
魔	广林儿
鱼	鱼ＹＵ
鱿	鱼尢丶
鲁	鱼日Ｌ
鲂	鱼方Ｆ
鲅	鱼犮Ｂ
鲆	鱼干丷
鲇	鱼占占
鲈	鱼卜尸
鲋	鱼亻寸
鲍	鱼包Ｂ
鲎	学鱼Ｈ
鲐	鱼厶口
鲑	鱼圭Ｇ
鲒	鱼吉Ｊ
鲔	鱼厂冃
鲕	鱼丆皿
鲚	鱼文刂
鲛	鱼亠父
鲜	鱼羊Ｘ
鲞	龹鱼Ｘ
鲟	鱼彐寸
鲠	鱼丈日
鲡	鱼一冂
鲢	鱼车辶
鲣	鱼又土
鲤	鱼里Ｌ
鲥	鱼日寸
鲦	鱼夂朩
鲧	鱼丿小
鲨	氵少鱼
鲩	鱼宀元
鲫	鱼艮卩
鲭	鱼青Ｑ
鲮	鱼土夂
鲰	鱼耳又
鲱	鱼非Ｆ
鲲	鱼日比
鲳	鱼日日
鲴	鱼囗古
鲵	鱼臼儿
鲷	鱼冂土
鲸	鱼高小
鲺	鱼乙丿
鲻	鱼巛田
鲼	鱼十贝
鲽	鱼世木
鳃	鱼田心
鳄	鱼口Ｓ
鳅	鱼禾火
鳇	鱼白王
鳊	鱼户冊
鳌	敖鱼Ａ
鳍	鱼耂日
鳎	鱼日羽
鳏	鱼罒冫
鳐	鱼爫缶
鳓	鱼革力
鳔	鱼覀示
鳕	鱼雨彐
鳖	丷攵鱼
鳗	鱼日又
鳘	人攵鱼
鳙	鱼广冃
鳜	鱼厂欠
鳝	鱼羊口
鳞	鱼米舛
鳟	鱼酋寸
鳢	鱼日首
鸟	鸟ＮＯ
鸠	九鸟Ｊ
鸡	又鸟Ｊ
鸢	弋鸟Ｙ
鸣	口鸟Ｍ
鸥	匚乂鸟
鸦	一才鸟
鸨	匕十鸟
鸩	巾乚鸟
鸪	古鸟Ｇ
鸫	七小鸟
鸬	卜尸鸟
鸭	甲鸟Ｙ
鸯	央鸟Ｙ
鸱	Ｃ七鸟
鸲	勹口鸟
鸳	夕㔾鸟
鸵	鸟宀匕
鸶	丝丝鸟
鸷	执执鸟
鸸	丆皿鸟
鸹	舌鸟Ｇ
鸺	亻木鸟
鸽	亼口鸟
鸾	亦鸟Ｌ
鸿	氵工鸟
鹁	十子鸟
鹂	一冂鸟
鹃	口冃鸟
鹄	告鸟Ｈ
鹄	告鸟Ｇ
鹅	手戈鸟
鹆	谷鸟Ｙ
鹇	门木鸟
鹈	丷丿鸟
鹉	一止鸟
鹊	龷日鸟
鹋	艹田鸟
鹌	大乚鸟
鹎	卑卑鸟
鹏	月月鸟
鹑	高子鸟
鹕	古月鸟
鹗	口Ｓ鸟
鹘	骨鸟Ｈ
鹘	骨鸟Ｇ
鹚	首幺鸟
鹛	尸目鸟
鹜	龴攵鸟
鹞	爫缶鸟
鹣	首兼鸟
鹤	冖隹鸟
鹦	贝女鸟
鹧	广廿鸟
鹨	羽彡鸟
鹩	大小鸟
鹪	焦鸟Ｊ
鹫	高丶鸟
鹬	龴冂鸟
鹭	足各鸟
鹰	广亻鸟
鹱	鸟艹又
鹳	艹隹鸟
鹾	卜囗工
鹿	鹿比Ｌ
麂	鹿比几
麇	鹿比禾
麈	鹿比主
麋	鹿比米
麒	鹿比其
麓	林鹿比
麝	鹿比寸
麟	鹿米舛
麦	龶夂Ｍ
麸	龶夂夫
麻	广林Ｍ
麽	广林厶
麾	广林毛
黄	龷由八
黉	学龷八
黍	禾人氺
黎	禾勹氺
黏	禾氺占
黑	黑ＨＩ
黔	黑亽乛
默	黑大丶
黛	代黑Ｄ
黜	黑出Ｃ
黝	黑幺力
黟	黑夕夕
黠	黑吉Ｘ
黢	黑厶夂
黥	黑高小
黧	禾勹黑
黩	黑十头
黪	黑厶彡
黯	黑立日
黹	业丷巾
黻	业巾犮
黼	业巾甫
黾	口日乚
鼋	元口乚
鼍	口口乚
鼎	目爿片
鼐	乃爿片
鼓	吉首又
鼗	Ｋ首又
鼙	吉十卑
鼠	臼鼠Ｓ
鼢	臼鼠分
鼬	臼鼠由
鼯	臼鼠口
鼷	臼鼠大
鼹	臼鼠安
鼻	丿目丌
鼽	丿丌九
鼾	丿丌干
齐	文刂Ｑ
齑	文非刂
齿	止人凵
龀	止凵匕
龃	止凵且
龄	止凵龴
龅	止凵包
龆	止凵召
龇	止凵匕
龈	止凵艮
龉	止凵口
龊	止凵足
龋	止凵冂
龌	止凵土
龙	龙ＬＧ
龚	龙龷八
龛	亼口龙
龟	刀日乚
龠	亼口冊
丌	丌？？
丨	丨？？
丬	丬？？
丶	丶？？
丿	丿？？
乇	丿七？
亠	亠？？
亻	亻？？
佧	亻卜下
冂	冂？？
冖	冖？？
冫	冫？？
凵	凵？？
刂	刂？？
勹	勹？？
匚	匚？？
卩	卩？？
厶	厶？？
咭	口吉？
哜	口文刂
囗	囗？？
囝	囗子？
坶	土母？
垅	土龙？
堀	土尸出
夂	夂？？
嬲	田力力
宀	宀？？
屮	屮？？
巛	巛？？
庀	广匕？
廴	廴？？
廾	廾？？
弪	弓又工
彐	彐？？
彡	彡？？
後	彳幺夂
忄	忄？？
憝	高攵心
扌	扌？？
拚	扌厶廾
挢	扌丿刂
捱	扌厂圭
揎	扌宀一
揞	扌立日
揲	扌世木
搿	龵亼手
摺	扌羽白
擗	扌尸辛
攴	卜又？
攵	攵？？
朊	月元？
楱	木<春上>大
榀	木口口
榘	矢匚木
欷	乂厂欠
氵	氵？？
氽	人水？
沲	氵人也
泶	学水？
渖	氵宀丨
灬	灬？？
熳	火日又
犭	犭？？
猓	犭日木
猸	犭尸目
甙	弋廿一
疋	乛止？
疒	疒？？
痖	疒亚？
矽	石夕？
砦	止匕石
砩	石弓刂
硷	石亼兴
磺	石龷八
礤	石艹示
礻	礻？？
窆	穴丿之
箝	竹扌廿
簦	竹癶首
糸	幺小？
纟	纟？？
缋	纟贵？
缍	纟千垂
缏	纟亻丈
肀	彐丨？
肜	月彡？
膣	月穴土
膪	月旁口
臁	月广兼
舡	舟工？
舨	舟反反
艹	艹？？
茇	艹犮？
菸	艹方冫
虍	虍？？
蚵	虫可？
螓	虫<春上>禾
蟓	虫象？
蠛	虫艹戊
衤	衤？？
謦	声殳言
讠	讠？？
诶	讠厶矢
谘	讠欠口
跫	工几足
軎	車口？
辶	辶？？
醣	酉广口
钅	钅？？
钶	钅可？
钸	钅厂巾
镙	钅田小
镟	钅族止
阝	阝？？
阢	阝一儿
飚	风火火
饣	饣？？
馀	饣余？
髟	髟？？
鲶	鱼亽心
鳆	鱼人夂
鳋	鱼又虫
麴	木夂勹
齄	丿丌一
